REGIÓN,PROVINCIA,DISTRITO,NOMBRE DEL RECURSO,SUB TIPO CATEGORÍA,URL,LATITUD,LONGITUD
Moquegua,Ilo,ILO,Glorieta José Gálvez - Ilo,Glorietas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=348,-713.455,-176.437
Moquegua,Mariscal Nieto,MOQUEGUA,Casa Tradicional Herbert De La Flor Angulo,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=350,-709.343.558,-1.719.405.586
Moquegua,Ilo,ILO,Iglesia De San Jerónimo - Ilo,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=351,-713.449,-176.464
Moquegua,Ilo,ILO,Punta Coles - Rnsiipg,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=352,-713.725,-177.014
Moquegua,Ilo,ILO,Playa Pozo De Lisas - Ilo,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=353,-713.546,-176.926
Moquegua,Ilo,ILO,Caleta  Puerto Inglés - Ilo,Caletas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=354,-713.578,-176.637
Moquegua,Ilo,EL ALGARROBAL,Museo Municipal De Sitio El Algarrobal (Chiribaya),Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=357,-712.688,-176.231
Moquegua,Ilo,PACOCHA,Playa Wawakiki - Pacocha,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=358,-713.845,-174.147
Piura,Piura,PIURA,Basílica Catedral San Miguel Arcangel De Piura,Basílica,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=361,-806.267.792,-5.196.568.939
Piura,Piura,PIURA,Casa Museo Almirante Miguel Grau,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=362,-8.062.728.949,-5.197.863.127
Piura,Piura,CATACAOS,Complejo Arqueológico Monumental Narihualá,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=364,-8.068.644.091,-5.294.514.286
Piura,Piura,CATACAOS,Iglesia San Juan Bautista,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=366,-8.067.578.048,-5.265.065.059
Piura,Piura,CATACAOS,Calle Comercio,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=367,-8.067.649.126,-5.265.866.326
Piura,Ayabaca,AYABACA,Bosque De Cuyas,Bosques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=370,-797.884.655,-4.618.688.863
Piura,Ayabaca,AYABACA,Complejo Arqueológico De Aypate,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=374,-79.575.728,-4.707.437
Piura,Ayabaca,PACAIPAMPA,Laguna San Pablo,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=376,-7.965.127.373,-4.995.673.323
Piura,Huancabamba,HUANCABAMBA,Complejo Arqueológico De Caxas,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=377,-7.944.488.525,-5.220.878.921
Ayacucho,Huamanga,AYACUCHO,Plaza Mayor De Ayacucho,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=386,-7.422.581.881,-1.316.024.738
Piura,Morropon,CHULUCANAS,Cerro Arqueológico Vicús,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=394,-80.159.813,-515.438
Piura,Paita,COLAN,Playa Colán,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=397,-8.106.631.279,-5.009.507.826
Piura,Sullana,SULLANA,Paseo Turicarami,Paseos peatonales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=398,-8.069.666.684,-4.895.634.928
Piura,Sullana,MARCAVELICA,Coto De Caza El Angolo.,Cotos de Caza,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=402,-8.076.578.401,-4.300.260.785
Piura,Sullana,MIGUEL CHECA,Casa Hacienda Sojo,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=403,-8.082.044.274,-4.902.136.903
Piura,Talara,LOS ORGANOS,Playa Los Órganos,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=405,-8.112.950.698,-4.175.610.286
Piura,Talara,MANCORA,Playa Máncora,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=407,-810.572.201,-4.105.743.894
Puno,Puno,PUNO,Basilica Menor De La Catedral De Puno,Basílica,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=408,-700.287.357,-1.584.090.672
Puno,Puno,PUNO,Iglesia San Juan Bautista - Santuario Virgen De La Candelaria,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=409,-7.002.842.188,-1.583.785.447
Puno,Puno,PUNO,Parque Pino,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=410,-7.002.744.555,-158.376.632
Puno,Puno,PUNO,Reserva Nacional Del Titicaca,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=412,-6.993.677.746,-1.573.245.451
Puno,Puno,PUNO,Lago Titicaca,Lagos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=413,-6.950.431.824,-1.579.687.861
Puno,Puno,ACORA,Sitio Arqueológico De Molloco,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=419,-6.977.188.859,-1.600.759.138
Puno,Puno,ACORA,Templo San Juan Evangelista De Acora,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=420,-6.979.785.651,-1.597.292.047
Apurímac,Cotabambas,HAQUIRA,Templo San Juan De Llaqwa,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=422,-7.214.714,-1.422.185
Apurímac,Antabamba,HUAQUIRCA,Templo Colonial De Huaquirca,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=423,-7.289.441.573,-1.433.938.243
Puno,Puno,ATUNCOLLA,Complejo Arqueológico De Sillustani,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=424,-7.015.513.748,-1.572.351.848
Puno,Puno,CHUCUITO,Sitio Arqueológico Inka Uyu,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=425,-6.988.874.065,-1.589.222.823
Puno,Puno,CHUCUITO,Templo De Santo Domingo,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=426,-6.988.837.838,-1.589.264.896
Puno,Puno,CHUCUITO,Templo De Nuestra Señora De La Asunción De Chucuito,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=427,-6.989.045.905,-1.589.477.558
Puno,Puno,CHUCUITO,Glorieta - Mirador De Chucuito,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=428,-6.988.977.313,-1.589.644.622
Puno,Yunguyo,YUNGUYO,Templo De Nuestra Señora De La Asunción,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=429,-690.923.695,-162.436.892
Puno,Puno,PICHACANI,Complejo Arqueológico De Cutimbo,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=430,-7.000.511.574,-1.602.078.333
Puno,Azangaro,AZÁNGARO,Templo De Nuestra Señora De La Asuncion De Azangaro,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=431,-7.019.516,-14.909.244
Puno,Azangaro,AZÁNGARO,Templo De Tintiri,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=432,-70.111.941,-14.871.313
Puno,Azangaro,ASILLO,Templo San Jeronimo,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=434,-70.354.733,-1.478.669
Puno,Azangaro,SANTIAGO DE PUPUJA,Templo Santiago Apostol - Santiago De Pupuja,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=435,-70.277.722,-15.053.597
Puno,Carabaya,MACUSANI,Arte Rupestre De Chaqatira,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=436,-7.047.804.557,-1.400.076.285
Puno,Carabaya,MACUSANI,"Nevados Allin Qhapaq, Huayna Qhapaq Y Chichi Qhapaq",Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=437,-7.041.069.031,-1.390.390.881
Puno,Carabaya,OLLACHEA,Baños Termales De Ollachea,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=438,-7.047.044.992,-137.996.781
Puno,Puno,VILQUE,Capilla Colonial De Cotaña,Capilla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=439,-6.960.250.854,-1.298.582.407
Puno,Chucuito,JULI,Ciudad De Juli,Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=441,-6.945.916.057,-1.621.322.457
Puno,Chucuito,JULI,Templo San Pedro Martir,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=442,-6.946.037.292,-1.621.273.264
Puno,Chucuito,JULI,Templo Museo San Juan De Letran De Juli,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=443,-69.458.646,-16.210.854
Puno,Chucuito,JULI,Templo De La Asunción O Santa Maria La Mayor,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=444,-6.945.728.838,-1.621.489.608
Puno,Chucuito,POMATA,Templo De Santiago Apóstol O Nuestra Señora Del Rosario,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=446,-6.929.234.919,-162.726.658
Puno,Chucuito,POMATA,Playa Chatuma,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=447,-6.922.475.881,-1.626.714.162
Puno,Chucuito,ZEPITA,Templo De San Pedro Y San Pablo De Zepita,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=449,-6.910.174.549,-164.988.774
Puno,Chucuito,ZEPITA,Complejo Arqueologico De Tanka Tanka,Fortalezas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=450,-6.925.002.337,-1.658.616.411
Puno,Huancane,HUANCANE,Templo Santiago Apostol,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=451,-6.976.086.617,-1.520.443.334
Apurímac,Antabamba,ANTABAMBA,Templo San Salvador De Antabamba,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=455,-72.878.019,-14.365.151
Puno,Lampa,LAMPA,Puente Republicano De Lampa,Puentes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=456,-7.036.675,-15.371.569
Puno,Lampa,LAMPA,Pueblo Historico De Lampa,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=459,-703.669.429,-15.364.495
Puno,Lampa,PUCARA,Complejo Arqueológico De Pukará,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=460,-70.372.454,-1.504.563
Puno,Melgar,AYAVIRI,Baños Termales De Pojpoquella,Ojos de agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=461,-7.057.991.087,-1.488.709.591
Puno,Melgar,AYAVIRI,Cañón De Tinajani,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=462,-7.057.786.167,-1.500.266.042
Puno,Moho,MOHO,Templo De San Pedro Apostol,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=463,-6.949.950.635,-1.536.047.962
Puno,Moho,MOHO,Necrópolis De Huancarani,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=464,-6.939.528.503,-153.204.482
Puno,Moho,MOHO,Sitio Arqueológico De Paru Paru,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=466,-6.962.015.492,-1.533.762.723
Puno,San Antonio De Putina,PUTINA,Baños Termales Piscina Municipal José Solorzano Salas,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=468,-6.986.715.176,-1.491.326.457
Tacna,Tacna,TACNA,Catedral De Tacna,Catedral,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=475,-7.025.198.699,-1.801.451.695
Tacna,Tacna,TACNA,Escenario De La Batalla Del Alto De La Alianza,Complejo Histórico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=483,-70.293.657,-17.999.284
Tacna,Tacna,SAMA,Playa Boca Del Rio,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=494,-70.680.973,-18.158.737
Tacna,Candarave,CANDARAVE,Volcán Yucamani,Volcanes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=496,-7.019.888.862,-1.718.250.082
Tacna,Candarave,CANDARAVE,Baños Termales Jhuntu Phuju,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=500,-7.014.392,-17.118.199
Tacna,Jorge Basadre,ILABAYA,Ciudadela De Qampaycata Y/O Moqui,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=507,-70.434.079,-17.317.339
Tacna,Jorge Basadre,ILABAYA,Pinturas Rupestres De Toquepala,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=513,-7.071.777,-17.304.319
Tacna,Jorge Basadre,ITE,Playa Ite-Inglesa,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=515,-7.099.480.783,-1.789.880.519
Tacna,Tarata,TARATA,Iglesia San Benedicto,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=518,-70.031.977,-17.474.307
Tacna,Tarata,TICACO,Baños Termales De Putina-Ticaco,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=526,-7.003.839.015,-1.743.408.175
Apurímac,Antabamba,ANTABAMBA,Aguas Termales De Ccocho,Ojos de agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=529,-7.280.171.329,-1.442.364.131
Amazonas,Chachapoyas,LEIMEBAMBA,Sitio Arqueológico Laguna De Los Cóndores,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=530,-77.692.006,-6.852.714
Ucayali,Coronel Portillo,MASISEA,Área De Conservación Regional Imiria,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=534,-7.422.646.523,-8.840.294.146
Ucayali,Coronel Portillo,YARINACOCHA,Laguna Yarinacocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=535,-74.575.055,-8.351.376
Ucayali,Coronel Portillo,YARINACOCHA,Comunidad Nativa San Francisco,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=536,-74.641.152,-8.275.791
Ucayali,Padre Abad,BOQUERON,Catarata Velo De La Novia,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=548,-7.568.196.058,-9.073.450.123
Ucayali,Padre Abad,BOQUERON,Catarata Ducha Del Diablo,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=549,-756.792,-906.672
Áncash,Huaylas,CARAZ,Laguna Parón,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=554,-7.767.111.266,-8.994.163.305
Áncash,Huaylas,HUALLANCA,Cañón Del Pato,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=557,-7.782.891.277,-8.862.056.937
Áncash,Huaylas,SANTA CRUZ,Quebrada Santa Cruz,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=558,-7.768.332.865,-89.392.951
Áncash,Huaylas,SANTA CRUZ,Quebrada Los Cedros,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=559,-7.772.805.556,-8.828.055.556
Áncash,Carlos Fermin Fitzcarrald,SAN NICOLÁS,Carrera A La Cinta,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=560,-771.843,-89.769
Áncash,Huaylas,SANTA CRUZ,Nevado Alpamayo,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=561,-7.765.225.315,-8.879.315.842
Áncash,Recuay,RECUAY,Gruta De San Patricio,Grutas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=562,-7.745.734.329,-9.723.698.173
Áncash,Recuay,CATAC,Nevado Pastoruri,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=564,-7.718.991.961,-993.029.562
Áncash,Yungay,YUNGAY,Cerro Pan De Azucar,Sitios de Batalla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=565,-7.775.327.504,-9.126.297.315
Áncash,Yungay,YUNGAY,Laguna Chinancocha - Llanganuco,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=566,-7.764.601.412,-9.075.358.238
Áncash,Recuay,CATAC,Laguna Patococha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=567,-77.309.036,-9.889.675
Áncash,Yungay,YUNGAY,Nevado Huascarán,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=568,-776.064.766,-9.121.618.539
Áncash,Yungay,YUNGAY,Campo Santo De Yungay,Campos santos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=569,-7.773.658.485,-9.150.390.032
Apurímac,Abancay,CURAHUASI,Sitio Arqueológico De Saywite,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=571,-7.280.286.133,-1.354.727.388
Apurímac,Cotabambas,HAQUIRA,Templo San Pedro De Haquira,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=573,-7.218.872.935,-1.421.392.348
Apurímac,Abancay,CURAHUASI,Baños Termales De Cconoc,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=575,-7.263.884.149,-1.354.298.688
Apurímac,Abancay,HUANIPACA,Sitio Arqueológico De Qorimarca,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=576,-7.286.227.763,-1.352.974.507
Apurímac,Abancay,TAMBURCO,Santuario Nacional De Ampay,Santuarios Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=577,-7.288.666.237,-1.357.718.927
Apurímac,Andahuaylas,PACUCHA,Sitio Arqueológico De Sóndor,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=578,-7.326.942.056,-1.360.587.138
Apurímac,Antabamba,HUAQUIRCA,Laguna De Matara,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=580,-7.291.963.734,-1.435.128.333
Apurímac,Cotabambas,HAQUIRA,Sitio Arqueológico De Markansaya,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=583,-72.183.162,-14.184.986
Apurímac,Grau,CHUQUIBAMBILLA,Laguna Occocco,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=584,-7.278.266.944,-1.404.560.833
Apurímac,Grau,MAMARA,Templo San Miguel Arcángel De Mamara,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=585,-7.258.986.044,-1.422.908.639
Arequipa,Arequipa,CAYMA,Iglesia San Miguel Arcángel De Cayma,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=587,-7.154.592.991,-163.811.755
Arequipa,Arequipa,CHARACATO,Pueblo De Characato,Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=589,-7.148.409.963,-1.646.870.819
Arequipa,La Union,TORO,Catarata De Sipia,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=595,-7.295.837.045,-1.524.184.161
Arequipa,Arequipa,JACOBO HUNTER,La Mansión Del Fundador,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=596,-7.155.736.685,-1.646.427.886
Arequipa,Arequipa,YANAHUARA,Mirador De Yanahuara,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=597,-71.541.725,-16.387.473
Arequipa,Arequipa,YANAHUARA,Cuevas De Sumbay,Cuevas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=598,-71.349.351,-15.975.883
Arequipa,Arequipa,CAYMA,Volcán Misti,Volcanes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=599,-7.141.081.631,-1.629.665.108
Áncash,Aija,AIJA,Casa De La Cultura De La Provincia De Aija Santiago Antúnez De Mayolo,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=600,-77.609.884,-9.780.535
Apurímac,Abancay,CURAHUASI,Cañón Del Apurímac,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=602,-72.695.087,-13.522.896
Arequipa,Arequipa,YURA,Complejo De Aguas Termales De Yura,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=606,-7.169.380.009,-1.624.555.519
Arequipa,Castilla,ANDAGUA,Valle De Los Volcanes,Volcanes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=609,-7.235.575.842,-1.549.889.858
Arequipa,Arequipa,SAN JUAN DE TARUCANI,Reserva Nacional De Salinas Y Aguada Blanca,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=610,-71.204.342,-16.366.952
Arequipa,Castilla,URACA,Complejo Arqueológico  Toro Muerto,Petroglifos (Grabados en piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=611,-7.250.214.786,-1.622.447.233
